createdAt,plant_stage,air_humidity_percent,soil_humidity_percent,celcius_grade_temperature,precipitation_detected,nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,altitude_masl,deviceHubId,sectionId,class_intent
2024-05-11 01:00:00,floracion,73.42,22.55,20.7,0,31.22,20.77,166.72,1653,HUB-025,SEC-022,water_deficit_floracion
2024-03-11 08:00:00,plantula,78.05,80.62,23.12,1,22.68,19.13,194.66,1693,HUB-015,SEC-054,excess_humidity_soil
2024-12-22 12:00:00,vegetativo,61.76,53.08,21.89,0,36.21,20.63,196.27,1732,HUB-024,SEC-065,optimal_*
2024-12-21 07:00:00,vegetativo,63.43,54.37,22.09,0,34.88,24.197634949969217,200.33,1802,HUB-005,SEC-031,optimal_*+p_excess_hint
2024-04-04 07:00:00,maduracion,92.75,58.08,17.57,1,23.75,19.6,160.83,1742,HUB-014,SEC-014,optimal_*
2024-12-23 22:00:00,fructificacion,59.6,20.38,21.73,0,23.54,15.06,190.23,1578,HUB-006,SEC-070,water_deficit_fructificacion
2024-02-01 09:00:00,plantula,52.71,16.2,22.97,0,31.98,14.77,161.1,1528,HUB-011,SEC-012,water_deficit_plantula
2024-07-13 00:00:00,maduracion,59.03,47.87,20.86,0,28.37,12.8,152.72,1625,HUB-008,SEC-064,optimal_*
2024-05-11 23:00:00,plantula,53.38,51.39,23.15,0,28.33,4.84,202.37,1744,HUB-004,SEC-013,p_deficiency_severe
2024-08-14 23:00:00,vegetativo,76.31,53.69,23.42,1,26.92,17.52,157.76,1367,HUB-009,SEC-002,fungal_risk_roya_vegetativo
2024-02-06 04:00:00,vegetativo,62.07,18.11,21.48,0,30.14,13.74,192.46,1489,HUB-010,SEC-019,water_deficit_vegetativo
2024-02-08 09:00:00,vegetativo,88.08,60.32,22.68,1,29.26,12.52,149.88,1349,HUB-018,SEC-030,fungal_risk_roya_vegetativo
2024-10-17 05:00:00,maduracion,63.48,56.91,19.02,0,11.32,12.95,175.06,1950,HUB-019,SEC-002,n_deficiency_severe
2024-03-29 02:00:00,maduracion,66.69,58.37,22.79,0,25.49,10.88,148.87,1819,HUB-017,SEC-020,p_deficiency_moderate
2024-05-12 22:00:00,vegetativo,99.17,68.46,21.28,1,24.76,14.4,230.68,1784,HUB-017,SEC-038,fungal_risk_roya_vegetativo
2024-01-25 06:00:00,vegetativo,74.21,80.94,22.97,1,26.99,17.15,149.85,1511,HUB-011,SEC-046,excess_humidity_soil
2024-06-24 17:00:00,cosecha,80.52,48.38,20.89,0,10.27,19.9,178.68,2276,HUB-020,SEC-042,n_deficiency_severe
2024-10-20 06:00:00,vegetativo,81.71,59.83,21.32,1,24.72,10.0,211.63,1618,HUB-014,SEC-025,fungal_risk_roya_vegetativo
2024-07-01 19:00:00,vegetativo,67.1,65.3,19.24,1,31.51,14.13,230.87,1792,HUB-002,SEC-046,fungal_risk_roya_vegetativo
2024-12-17 10:00:00,vegetativo,82.14,56.82,16.42,1,38.72,17.29,170.91,1867,HUB-001,SEC-036,optimal_*
2024-11-30 00:00:00,vegetativo,49.83,18.73,22.51,0,31.15,13.42,184.72,1249,HUB-008,SEC-004,water_deficit_vegetativo
2024-02-17 15:00:00,vegetativo,87.57,66.64,19.49,1,30.91,20.63,227.95,1990,HUB-002,SEC-023,fungal_risk_roya_vegetativo
2024-03-10 16:00:00,floracion,52.99,62.82,21.6,0,27.29,18.4,107.45,1533,HUB-006,SEC-031,k_deficiency_moderate
2024-01-03 11:00:00,vegetativo,62.25,68.58,23.32,1,26.06,23.69,203.41,1348,HUB-002,SEC-013,fungal_risk_roya_vegetativo
2024-10-18 15:00:00,vegetativo,88.27,65.06,15.69,1,22.96,18.55,162.61,1913,HUB-005,SEC-044,fungal_risk_roya_vegetativo
2024-03-09 09:00:00,vegetativo,83.69,69.26,17.81,1,27.11,16.23,254.54,2056,HUB-021,SEC-010,fungal_risk_roya_vegetativo
2024-02-16 19:00:00,fructificacion,67.18,55.13,24.62,0,34.09,17.85,183.84,1544,HUB-017,SEC-007,optimal_*
2024-08-19 21:00:00,vegetativo,59.97,22.3,22.93,0,34.37,16.71,222.85,1511,HUB-004,SEC-012,water_deficit_vegetativo
2024-06-03 07:00:00,fructificacion,77.23,57.96,24.61,1,12.0,21.18,151.1,1639,HUB-008,SEC-011,n_deficiency_severe
2024-07-21 23:00:00,maduracion,56.48,58.59,19.73,0,30.96,13.71,179.02,1910,HUB-006,SEC-069,optimal_*
2024-04-29 11:00:00,floracion,86.75,47.39,19.19,1,39.59,14.0,123.52,1667,HUB-015,SEC-003,p_deficiency_moderate
2024-06-11 08:00:00,vegetativo,48.29,21.61,23.91,0,32.59,19.23,156.86,1489,HUB-023,SEC-017,water_deficit_vegetativo
2024-12-27 08:00:00,maduracion,52.33,50.01,18.39,0,25.96,22.0,230.93,1793,HUB-005,SEC-007,optimal_*+p_excess_hint
2024-02-26 23:00:00,vegetativo,65.57,52.98,21.41,0,31.54,13.51,212.05,1592,HUB-014,SEC-023,optimal_*
2024-01-29 13:00:00,floracion,81.7,73.26,19.97,1,34.19,18.59,211.11,1651,HUB-021,SEC-057,fungal_risk_botrytis_floracion
2024-01-10 09:00:00,maduracion,76.74,60.55,20.61,1,31.19,11.06,177.89,1491,HUB-024,SEC-019,p_deficiency_moderate
2024-08-30 06:00:00,floracion,88.81,61.75,19.45,1,29.7,20.22,138.9,1636,HUB-002,SEC-004,fungal_risk_botrytis_floracion
2024-07-29 22:00:00,vegetativo,70.59,20.4,23.1,0,27.05,14.05,203.58,1666,HUB-004,SEC-004,water_deficit_vegetativo
2024-08-07 08:00:00,vegetativo,95.45,74.76,19.26,1,18.56,16.13,221.25,1594,HUB-003,SEC-013,excess_humidity_soil
2024-12-17 08:00:00,fructificacion,72.78,20.98,19.34,0,21.8,17.09,165.77,1987,HUB-011,SEC-061,water_deficit_fructificacion
2024-06-18 23:00:00,vegetativo,48.32,53.69,23.64,0,28.85,15.92,97.61,1363,HUB-010,SEC-031,k_deficiency_moderate
2024-10-10 17:00:00,vegetativo,65.26,17.22,25.15,0,33.41,15.68,224.1,1634,HUB-009,SEC-016,water_deficit_vegetativo
2024-05-29 06:00:00,maduracion,66.18,53.63,24.9,0,27.45,15.42,211.94,1934,HUB-021,SEC-048,optimal_*
2024-08-12 08:00:00,vegetativo,81.63,77.68,18.47,1,37.23,14.11,145.87,1509,HUB-015,SEC-064,excess_humidity_soil
2024-08-24 00:00:00,vegetativo,77.9,51.65,22.92,1,32.38,13.48,111.91,1780,HUB-010,SEC-025,k_deficiency_moderate
2024-05-05 10:00:00,floracion,44.94,63.23,19.83,1,27.22,16.76,218.14,1564,HUB-011,SEC-065,fungal_risk_botrytis_floracion
2024-01-04 22:00:00,fructificacion,70.53,75.48,19.18,1,28.35,10.18,189.03,1606,HUB-004,SEC-031,excess_humidity_soil
2024-02-12 17:00:00,vegetativo,73.23,67.17,20.9,1,26.72,18.05,163.79,1468,HUB-003,SEC-041,fungal_risk_roya_vegetativo
2024-03-12 08:00:00,fructificacion,60.37,24.23,19.19,0,21.37,13.78,156.61,2048,HUB-007,SEC-017,water_deficit_fructificacion
2024-04-29 10:00:00,floracion,86.37,73.07,20.51,1,23.73,13.76,222.96,1932,HUB-002,SEC-025,excess_humidity_soil
2024-03-04 19:00:00,vegetativo,54.92,50.8,25.15,0,55.17023260416582,11.77,200.91,1576,HUB-020,SEC-007,optimal_or_n_excess_mix
2024-11-26 20:00:00,maduracion,81.64,75.66,21.22,1,22.69,20.87,143.86,1566,HUB-005,SEC-042,excess_humidity_soil
2024-05-23 16:00:00,fructificacion,59.52,17.76,21.71,0,25.62,13.7,217.45,1572,HUB-005,SEC-044,water_deficit_fructificacion
2024-09-02 07:00:00,floracion,56.65,24.22,21.88,0,33.09,15.8,214.34,1712,HUB-018,SEC-025,water_deficit_floracion
2024-10-01 00:00:00,floracion,62.85,50.84,20.06,0,10.16,16.93,195.2,1473,HUB-006,SEC-007,n_deficiency_severe
2024-11-18 06:00:00,vegetativo,70.25,52.51,20.66,0,23.1,16.35,104.14,1986,HUB-003,SEC-034,k_deficiency_moderate
2024-01-18 14:00:00,plantula,69.66,47.82,23.15,1,27.46,12.69,124.51,1470,HUB-001,SEC-035,k_deficiency_moderate
2024-08-16 16:00:00,maduracion,60.11,51.19,22.57,0,29.78,25.754397390591556,202.35,1777,HUB-016,SEC-004,optimal_*+p_excess_hint
2024-03-20 05:00:00,fructificacion,39.03,57.2,23.84,0,29.09,21.86,184.17,1394,HUB-020,SEC-051,optimal_*
2024-08-28 16:00:00,vegetativo,47.07,56.76,22.44,0,24.33,16.72,197.72,1584,HUB-009,SEC-006,optimal_*
2024-12-26 16:00:00,vegetativo,63.57,21.61,23.77,0,39.04,18.02,214.18,1480,HUB-007,SEC-036,water_deficit_vegetativo
2024-04-16 01:00:00,fructificacion,51.77,21.64,21.27,0,29.22,18.64,156.55,1643,HUB-025,SEC-041,water_deficit_fructificacion
2024-05-27 03:00:00,vegetativo,89.43,65.66,19.23,1,25.79,16.27,242.61,1724,HUB-014,SEC-063,fungal_risk_roya_vegetativo
2024-11-14 20:00:00,fructificacion,81.99,76.37,20.8,1,35.31,18.87,162.03,1763,HUB-006,SEC-029,excess_humidity_soil
2024-06-26 10:00:00,plantula,63.76,53.41,21.11,0,26.18,14.65,49.56,1905,HUB-021,SEC-017,k_deficiency_severe
2024-12-26 08:00:00,fructificacion,83.33,72.43,20.9,1,24.37,17.99,183.87,1650,HUB-023,SEC-069,optimal_*
2024-03-26 15:00:00,vegetativo,49.25,12.92,23.44,0,34.82,19.83,155.56,1721,HUB-023,SEC-007,water_deficit_vegetativo
2024-07-04 16:00:00,cosecha,88.21,49.48,20.94,1,19.35,18.88,139.37,1834,HUB-014,SEC-050,n_deficiency_moderate
2024-10-18 15:00:00,vegetativo,64.99,63.89,23.98,0,25.97,15.39,84.26,1365,HUB-006,SEC-007,k_deficiency_moderate
2024-01-27 09:00:00,cosecha,61.3,17.34,21.89,0,26.15,24.0,146.77,1553,HUB-019,SEC-050,water_deficit_cosecha
2024-10-29 06:00:00,vegetativo,61.1,20.29,23.68,0,30.77,16.63,175.36,1801,HUB-023,SEC-046,water_deficit_vegetativo
2024-03-31 14:00:00,plantula,54.17,16.65,23.08,0,34.88,13.08,181.57,1750,HUB-017,SEC-061,water_deficit_plantula
2024-11-19 10:00:00,fructificacion,56.18,49.75,22.07,0,15.97,13.79,174.9,1843,HUB-010,SEC-017,n_deficiency_moderate
2024-08-06 07:00:00,vegetativo,63.62,17.76,23.94,0,26.28,12.09,184.71,1932,HUB-004,SEC-038,water_deficit_vegetativo
2024-06-22 22:00:00,maduracion,58.23,62.51,22.75,0,46.435864042941404,17.69,206.84,2061,HUB-005,SEC-015,optimal_or_n_excess_mix
2024-08-16 20:00:00,fructificacion,67.16,62.71,22.85,1,12.79,17.28,197.3,1347,HUB-015,SEC-028,n_deficiency_severe
2024-09-24 07:00:00,vegetativo,46.02,62.7,21.37,0,33.7,11.48,198.54,1733,HUB-009,SEC-019,optimal_*
2024-08-15 00:00:00,floracion,58.19,44.49,21.62,0,33.61,20.92,334.87,1566,HUB-003,SEC-043,k_excess
2024-08-16 18:00:00,floracion,73.36,43.62,20.69,1,24.35,7.47,139.18,1680,HUB-001,SEC-043,p_deficiency_severe
2024-01-19 16:00:00,vegetativo,63.22,50.08,21.42,0,24.0,15.78,202.49,1750,HUB-002,SEC-056,n_deficiency_moderate
2024-03-16 06:00:00,maduracion,58.84,56.28,22.55,0,16.23,16.32,199.6,1521,HUB-001,SEC-056,n_deficiency_severe
2024-12-13 22:00:00,floracion,58.97,57.12,21.52,0,20.35,15.71,190.58,1736,HUB-009,SEC-044,optimal_*
2024-03-20 22:00:00,fructificacion,74.5,21.5,19.6,0,31.14,18.77,146.22,1668,HUB-017,SEC-056,water_deficit_fructificacion
2024-10-13 14:00:00,vegetativo,67.38,24.69,22.83,0,38.42,11.0,158.31,1676,HUB-015,SEC-043,water_deficit_vegetativo
2024-05-09 05:00:00,vegetativo,60.04,56.83,23.65,0,27.13,18.7,167.38,1350,HUB-007,SEC-007,optimal_*
2024-05-14 18:00:00,floracion,69.08,53.65,24.23,0,8.37,19.87,213.82,1380,HUB-013,SEC-016,n_deficiency_severe
2024-08-06 20:00:00,floracion,63.82,52.47,17.91,0,31.78,13.73,183.65,1935,HUB-020,SEC-049,optimal_*
2024-03-18 07:00:00,vegetativo,55.84,58.96,20.72,0,32.21,14.94,201.49,1686,HUB-003,SEC-011,optimal_*
2024-04-06 07:00:00,fructificacion,81.54,48.0,23.07,1,23.43,16.1,105.07,1854,HUB-020,SEC-064,k_deficiency_moderate
2024-08-07 06:00:00,vegetativo,72.96,53.32,23.53,0,33.07,15.01,169.5,1764,HUB-005,SEC-068,optimal_*
2024-03-30 19:00:00,vegetativo,73.51,58.76,21.41,1,12.61,17.46,195.76,1826,HUB-013,SEC-037,n_deficiency_severe
2024-01-04 00:00:00,vegetativo,64.81,22.1,23.84,0,33.52,11.0,231.25,1369,HUB-012,SEC-021,water_deficit_vegetativo
2024-03-24 01:00:00,fructificacion,82.89,43.09,24.98,1,14.3,15.86,226.94,1415,HUB-025,SEC-070,n_deficiency_severe
2024-03-30 21:00:00,floracion,88.4,53.66,19.33,1,26.77,11.24,170.36,2181,HUB-013,SEC-011,optimal_*
2024-12-26 10:00:00,fructificacion,76.06,50.2,22.69,1,20.6,14.75,172.76,1710,HUB-003,SEC-035,n_deficiency_moderate
2024-06-06 21:00:00,plantula,74.71,22.88,19.7,0,28.68,17.84,169.17,2023,HUB-023,SEC-058,water_deficit_plantula
2024-08-23 15:00:00,vegetativo,62.65,26.15,22.0,0,18.4,15.3,150.16,1859,HUB-007,SEC-011,water_deficit_vegetativo
2024-07-06 05:00:00,plantula,72.42,54.3,19.03,0,26.58,19.65,177.29,1981,HUB-008,SEC-044,optimal_*
2024-12-27 07:00:00,fructificacion,65.2,59.49,24.37,0,27.7,16.35,158.97,1405,HUB-001,SEC-052,optimal_*
2024-05-26 19:00:00,fructificacion,73.2,54.17,24.01,0,32.17,20.61,111.89,1527,HUB-018,SEC-013,k_deficiency_moderate
2024-05-07 12:00:00,fructificacion,62.29,49.49,20.63,0,32.4,15.61,61.82,1881,HUB-012,SEC-008,k_deficiency_severe
2024-03-07 00:00:00,vegetativo,81.04,55.84,22.04,1,31.84,14.69,114.97,1763,HUB-011,SEC-049,k_deficiency_moderate
2024-11-19 04:00:00,floracion,85.88,79.92,17.69,1,24.71,16.73,162.83,1729,HUB-023,SEC-035,excess_humidity_soil
2024-01-24 13:00:00,vegetativo,75.4,60.2,22.35,1,28.8,3.79,151.26,1572,HUB-021,SEC-010,p_deficiency_severe
2024-04-12 11:00:00,vegetativo,72.75,13.21,20.5,0,31.19,16.36,101.04,1334,HUB-015,SEC-060,water_deficit_vegetativo
2024-08-08 15:00:00,vegetativo,53.18,79.25,22.5,1,27.48,17.84,173.74,1753,HUB-018,SEC-060,excess_humidity_soil
2024-11-11 00:00:00,floracion,68.04,41.12,21.17,0,10.77,9.0,157.01,2225,HUB-014,SEC-010,n_deficiency_severe
2024-02-14 02:00:00,floracion,62.79,60.59,22.93,0,36.49,15.48,82.72,1692,HUB-012,SEC-014,k_deficiency_severe
2024-07-16 05:00:00,maduracion,69.28,17.35,22.98,0,32.1,14.53,157.57,1977,HUB-012,SEC-024,water_deficit_maduracion
2024-11-04 23:00:00,maduracion,62.33,66.05,23.32,0,28.96,18.66,305.02,1629,HUB-006,SEC-003,k_excess
2024-03-31 23:00:00,fructificacion,78.75,23.57,18.29,0,26.33,20.57,198.08,2103,HUB-018,SEC-068,water_deficit_fructificacion
2024-12-20 01:00:00,maduracion,48.8,51.16,22.79,0,33.66,18.6,185.85,1818,HUB-015,SEC-042,optimal_*
2024-12-28 10:00:00,floracion,69.56,21.01,23.8,0,43.06,12.71,215.99,1878,HUB-006,SEC-018,water_deficit_floracion
2024-03-13 14:00:00,vegetativo,63.75,54.47,18.62,0,21.85,11.36,178.91,2010,HUB-021,SEC-062,optimal_*
2024-01-15 11:00:00,floracion,65.37,55.79,24.6,0,14.0,19.07,153.49,1646,HUB-004,SEC-059,n_deficiency_moderate
2024-11-23 00:00:00,floracion,75.19,51.09,20.65,1,14.37,16.76,154.86,1601,HUB-025,SEC-065,n_deficiency_severe
2024-04-27 17:00:00,fructificacion,60.62,45.87,21.66,0,30.39,22.0,164.28,1874,HUB-017,SEC-063,optimal_*+p_excess_hint
2024-12-15 23:00:00,floracion,68.89,52.25,22.69,1,7.99,20.6,203.33,1401,HUB-020,SEC-009,n_deficiency_severe
2024-02-23 21:00:00,floracion,66.8,20.92,21.56,0,22.65,16.0,218.13,1615,HUB-021,SEC-038,water_deficit_floracion
2024-04-25 09:00:00,vegetativo,92.89,52.56,21.08,1,29.4,16.76,103.27,1798,HUB-002,SEC-038,k_deficiency_moderate
2024-01-19 07:00:00,floracion,88.82,65.57,17.01,1,26.36,20.19,104.85,1743,HUB-012,SEC-012,k_deficiency_moderate
2024-07-21 00:00:00,fructificacion,68.19,52.82,20.39,1,13.24,23.25,116.67,1445,HUB-018,SEC-036,n_deficiency_severe
2024-03-22 12:00:00,fructificacion,57.84,64.12,21.31,0,31.09,22.17,197.63,1913,HUB-011,SEC-029,optimal_*
2024-08-19 23:00:00,floracion,91.37,73.71,22.82,1,20.72,11.99,193.46,1904,HUB-025,SEC-052,excess_humidity_soil
2024-10-01 12:00:00,plantula,66.99,51.0,18.56,1,28.75,15.62,77.01,1802,HUB-001,SEC-031,k_deficiency_severe
2024-10-15 01:00:00,vegetativo,57.79,49.31,22.15,0,36.06,17.9,157.22,1406,HUB-003,SEC-048,optimal_*
2024-08-10 18:00:00,vegetativo,50.25,55.53,22.73,0,19.13,20.83,147.94,1518,HUB-004,SEC-066,n_deficiency_moderate
2024-10-01 13:00:00,vegetativo,67.7,29.52,24.1,0,25.41,19.59,228.5,1700,HUB-020,SEC-023,water_deficit_vegetativo
2024-02-02 06:00:00,fructificacion,63.51,69.54,24.71,1,41.54,11.57,178.2,1360,HUB-002,SEC-025,p_deficiency_moderate
2024-06-09 11:00:00,maduracion,57.29,20.99,22.85,0,34.67,12.28,187.01,1745,HUB-019,SEC-070,water_deficit_maduracion
2024-02-18 04:00:00,maduracion,75.2,62.81,19.16,1,28.29,15.58,160.03,1632,HUB-014,SEC-008,optimal_*
2024-10-30 22:00:00,vegetativo,78.4,65.33,18.16,1,34.59,13.44,170.9,1879,HUB-012,SEC-006,optimal_*
2024-04-16 03:00:00,fructificacion,49.12,54.64,21.7,0,37.27,13.5,202.18,1354,HUB-025,SEC-064,p_deficiency_moderate
2024-02-06 02:00:00,plantula,61.37,20.04,18.87,0,28.94,17.38,198.82,1845,HUB-003,SEC-036,water_deficit_plantula
2024-12-20 18:00:00,floracion,74.56,83.07,19.27,1,36.76,14.18,196.82,1756,HUB-016,SEC-057,excess_humidity_soil
2024-09-17 10:00:00,plantula,56.06,23.19,22.9,0,26.46,18.49,197.53,1473,HUB-020,SEC-009,water_deficit_plantula
2024-04-20 09:00:00,vegetativo,77.33,55.45,18.63,1,17.02,14.1,155.38,1824,HUB-023,SEC-005,n_deficiency_moderate
2024-10-08 10:00:00,vegetativo,55.65,20.63,23.63,0,29.55,16.43,187.77,1647,HUB-021,SEC-060,water_deficit_vegetativo
2024-04-07 22:00:00,plantula,54.54,56.97,20.88,0,22.92,15.61,197.01,1998,HUB-003,SEC-068,n_deficiency_moderate
2024-07-06 06:00:00,maduracion,87.26,62.49,22.6,1,27.28,13.36,170.17,1711,HUB-014,SEC-049,optimal_*
2024-06-23 20:00:00,fructificacion,45.45,58.88,22.74,0,24.6,14.77,197.37,1485,HUB-019,SEC-069,optimal_*
2024-03-18 22:00:00,plantula,59.74,56.99,23.31,0,20.15,24.82818519965699,171.91,1462,HUB-025,SEC-044,optimal_*+p_excess_hint
2024-11-07 11:00:00,plantula,82.21,63.8,19.83,1,23.0,15.4,150.1,1685,HUB-009,SEC-033,optimal_*
2024-04-27 17:00:00,floracion,53.45,18.09,22.15,0,36.49,13.47,211.32,1400,HUB-014,SEC-070,water_deficit_floracion
2024-05-13 22:00:00,fructificacion,64.84,16.84,20.33,0,16.42,18.0,198.56,1837,HUB-002,SEC-026,water_deficit_fructificacion
2024-06-22 02:00:00,plantula,55.52,57.46,22.6,0,31.66,15.56,192.21,1471,HUB-003,SEC-031,optimal_*
2024-11-08 16:00:00,floracion,54.49,22.34,20.37,0,30.45,18.62,188.47,1586,HUB-019,SEC-067,water_deficit_floracion
2024-03-11 17:00:00,plantula,71.84,59.88,23.03,0,34.06,15.17,127.63,1900,HUB-019,SEC-042,k_deficiency_moderate
2024-01-19 17:00:00,fructificacion,84.43,58.32,20.58,1,34.68,15.04,190.75,1873,HUB-016,SEC-038,optimal_*
2024-06-08 18:00:00,floracion,63.22,55.18,22.0,0,30.87,14.16,170.41,1595,HUB-020,SEC-013,optimal_*
2024-11-11 22:00:00,floracion,73.4,19.48,21.6,0,27.05,15.28,126.05,2040,HUB-023,SEC-030,water_deficit_floracion
2024-08-15 05:00:00,plantula,72.63,49.28,23.86,0,51.49246963228318,10.59,172.32,1603,HUB-013,SEC-048,optimal_or_n_excess_mix
2024-07-06 04:00:00,fructificacion,57.93,51.1,21.1,0,30.28,15.91,114.98,1716,HUB-014,SEC-004,k_deficiency_moderate
2024-02-14 20:00:00,fructificacion,74.32,64.2,19.15,1,36.03,20.05,192.7,1556,HUB-008,SEC-011,optimal_*
2024-07-19 13:00:00,plantula,48.52,20.04,19.45,0,38.68,13.55,195.67,1693,HUB-020,SEC-007,water_deficit_plantula
2024-06-30 11:00:00,vegetativo,84.93,49.34,18.65,1,31.36,20.38,116.98,1933,HUB-022,SEC-019,k_deficiency_moderate
2024-06-13 17:00:00,floracion,83.97,64.31,17.45,1,36.73,16.02,72.29,1844,HUB-018,SEC-005,k_deficiency_severe
2024-04-21 10:00:00,plantula,75.97,17.06,19.35,0,39.25,11.0,173.72,1877,HUB-021,SEC-026,water_deficit_plantula
2024-05-09 02:00:00,vegetativo,55.12,40.32,21.98,0,15.14,18.25,213.05,1980,HUB-023,SEC-069,n_deficiency_severe
2024-03-13 03:00:00,fructificacion,77.39,79.45,18.03,1,24.79,19.0,186.44,1932,HUB-019,SEC-044,excess_humidity_soil
2024-03-29 23:00:00,floracion,67.06,46.29,21.84,0,24.51,14.0,337.21,1709,HUB-005,SEC-063,k_excess
2024-07-01 17:00:00,fructificacion,83.29,57.56,21.31,1,24.0,15.39,216.81,1946,HUB-022,SEC-020,n_deficiency_moderate
2024-08-01 12:00:00,floracion,84.6,49.6,22.16,1,18.42,11.96,231.53,1646,HUB-014,SEC-028,n_deficiency_moderate
2024-10-11 13:00:00,plantula,54.56,52.74,23.38,0,29.67,13.08,54.61,1443,HUB-019,SEC-067,k_deficiency_severe
2024-10-30 14:00:00,maduracion,55.26,54.29,24.0,0,21.52,17.79,186.83,1536,HUB-009,SEC-040,optimal_*
2024-10-22 14:00:00,vegetativo,71.24,63.03,17.56,1,38.89,17.23,150.75,1950,HUB-010,SEC-068,fungal_risk_roya_vegetativo
2024-02-29 04:00:00,cosecha,68.84,53.68,20.54,0,24.76,13.17,110.4,1911,HUB-018,SEC-044,k_deficiency_moderate
2024-12-24 23:00:00,vegetativo,87.88,69.44,16.41,1,33.89,16.48,183.18,1993,HUB-014,SEC-003,fungal_risk_roya_vegetativo
2024-05-30 21:00:00,vegetativo,90.09,77.39,18.78,1,32.86,11.8,202.0,2257,HUB-016,SEC-058,excess_humidity_soil
2024-10-20 10:00:00,floracion,63.09,26.29,21.01,0,28.0,11.0,200.36,1668,HUB-001,SEC-042,water_deficit_floracion
2024-03-03 04:00:00,maduracion,86.37,47.92,18.91,1,30.65,4.41,198.23,1832,HUB-006,SEC-058,p_deficiency_severe
2024-11-20 07:00:00,vegetativo,57.07,24.88,21.16,0,28.75,15.18,208.67,1557,HUB-017,SEC-023,water_deficit_vegetativo
2024-09-11 10:00:00,fructificacion,91.85,62.74,20.49,1,39.8,21.19,208.16,2067,HUB-006,SEC-043,optimal_*
2024-04-09 00:00:00,maduracion,63.88,58.8,23.71,0,29.19,14.74,216.93,1796,HUB-013,SEC-057,optimal_*
2024-05-24 06:00:00,maduracion,70.23,69.47,21.4,1,34.35,14.82,226.88,1388,HUB-010,SEC-054,fungal_risk_ojo_gallo_maduracion
2024-12-09 23:00:00,vegetativo,66.13,51.65,21.71,0,26.35,17.02,109.65,1943,HUB-014,SEC-033,k_deficiency_moderate
2024-11-30 18:00:00,vegetativo,62.69,77.66,25.35,1,28.62,18.56,226.0,1100,HUB-011,SEC-030,excess_humidity_soil
2024-05-01 18:00:00,plantula,71.17,63.27,22.6,0,30.66,6.22,161.24,1887,HUB-013,SEC-034,p_deficiency_severe
2024-09-11 01:00:00,maduracion,84.7,80.13,21.83,1,19.79,15.86,192.27,1588,HUB-005,SEC-048,excess_humidity_soil
2024-08-17 00:00:00,floracion,53.69,22.09,22.8,0,17.7,12.63,191.07,1435,HUB-001,SEC-036,water_deficit_floracion
2024-10-31 04:00:00,floracion,88.78,61.4,20.42,1,35.85,21.04,78.97,1725,HUB-023,SEC-026,k_deficiency_severe
2024-04-05 21:00:00,fructificacion,83.34,50.72,20.16,1,19.8,17.14,196.2,2084,HUB-002,SEC-033,n_deficiency_moderate
2024-09-02 11:00:00,floracion,69.85,67.27,20.92,1,29.92,14.05,183.0,1691,HUB-021,SEC-028,optimal_*
2024-03-20 10:00:00,cosecha,44.57,48.99,23.0,0,20.56,17.73,160.38,1549,HUB-016,SEC-028,n_deficiency_moderate
2024-04-24 04:00:00,vegetativo,87.83,62.85,22.09,1,25.75,14.59,183.26,1756,HUB-006,SEC-023,optimal_*
2024-05-11 12:00:00,vegetativo,68.95,51.81,20.06,0,25.52,11.4,173.78,1484,HUB-014,SEC-050,p_deficiency_moderate
2024-02-18 09:00:00,maduracion,66.05,10.47,24.31,0,28.5,14.43,165.46,1783,HUB-006,SEC-026,water_deficit_maduracion
2024-06-22 11:00:00,floracion,84.82,61.61,19.08,1,31.09,15.26,136.4,1764,HUB-020,SEC-018,k_deficiency_moderate
2024-08-20 19:00:00,fructificacion,79.8,19.98,20.84,0,30.73,11.0,207.07,2035,HUB-019,SEC-048,water_deficit_fructificacion
2024-03-25 12:00:00,vegetativo,91.82,65.49,17.58,1,27.92,18.52,186.72,1973,HUB-005,SEC-069,fungal_risk_roya_vegetativo
2024-01-24 11:00:00,floracion,98.52,58.68,18.46,1,32.57,14.21,199.12,1854,HUB-021,SEC-055,fungal_risk_botrytis_floracion
2024-12-19 10:00:00,floracion,73.32,60.97,23.57,1,23.91,14.26,157.05,1497,HUB-011,SEC-030,fungal_risk_botrytis_floracion
2024-10-14 18:00:00,maduracion,96.82,59.12,23.34,1,30.02,17.85,216.85,1926,HUB-025,SEC-031,optimal_*
2024-02-23 03:00:00,vegetativo,99.15,63.47,20.65,1,28.51,11.71,246.83,1953,HUB-024,SEC-066,fungal_risk_roya_vegetativo
2024-02-07 12:00:00,fructificacion,71.37,21.99,21.12,0,35.88,14.4,206.01,2045,HUB-010,SEC-042,water_deficit_fructificacion
2024-12-03 10:00:00,floracion,64.62,19.55,26.99,0,26.95,16.33,221.05,1404,HUB-015,SEC-070,water_deficit_floracion
2024-01-25 10:00:00,floracion,62.94,22.62,21.91,0,31.11,16.91,194.06,1909,HUB-022,SEC-026,water_deficit_floracion
2024-07-24 22:00:00,fructificacion,54.11,20.7,19.82,0,32.48,17.94,214.36,1993,HUB-025,SEC-029,water_deficit_fructificacion
2024-03-23 00:00:00,vegetativo,89.53,60.65,23.21,1,38.26,17.82,199.02,1623,HUB-020,SEC-046,optimal_*
